text	label
context:  post: Today's hottest in #Rap &amp; #HipHop , all on one cd! Hosted by the one and only YOUNG BUCK! Free Download ((( https://t.co/awMkpFQMty )))	0.0
context:  post: y'all tried af of this but Idc here's some (((better))) tumbling videos from tonight ☺️ https://t.co/vbQeR6n9JF	0.0
context:  post: RFT (((that's hella why I emphasized the sideline part in my tweet)))  https://t.co/vddEXU2h7z	0.0
"context:  post: @adelaidnkane ""cousin"" ""h&amp;h"" ""(((congrats on your face)))"" iM OFFICIALLY DEAD"	0.0
"context: place name: nice, event name: nice stabbing, event description: On 3 February 2015, three soldiers, guarding a Jewish community center in Nice, France, were attacked with a knife by Moussa Coulibaly, a lone-wolf terrorist.  post: RT @adelaidnkane: happy birthday b! love you, cousin. 💙 h&amp;h.
ps: (((congrats on your face))) &amp; thanks for always being so nice. https://t.c…"	0.0
context:  post: @Anna_sim0ne ((((it's about me))))	0.0
context:  post: @Anna_sim0ne ((((((((also what is this tweet about its intriguing?!)))))))))	0.0
context:  post: @BruhhBreezy (((p.s. she's wearing nude pants)))	0.0
context:  post: (((Dewan pengawas admin))) https://t.co/83FbYauLgP	0.0
context:  post: (((Pemecah ombak))) https://t.co/FxM8c2VNI7	0.0
context:  post: RT @tlynnmartinez: guess who won again (((us))) https://t.co/iSGvQWq2LZ	0.0
context:  post: RT @kittyhawk77: @chriscolfer my little book hugger wanted to say Happy Birthday Chris! 🎂😀❤ (((Chris))) #Hugs4Chris https://t.co/gSSMKU4l51	0.0
context:  post: RT @CCHugger: @chriscolfer Happy birthday! 🎂🎁🎈🎉💙 (((((((Chris))))))) #Hugs4Chris https://t.co/0zftHZiy0N	0.0
context:  post: @fackinpeter delusional. all (((media))) against Trump. no surprise their polls are unfavorable. So why exactly are YOU against?	1.0
context:  post: @MJsee3parole @trumpoleon #AltRight Devide And Conquer. It's (((their))) specialty!	1.0
context:  post: @RedPillSlayer @loopepe @dualkoondog The image. Pornography IS jewish. So if someone is mimicing (((them))) how is that good?	1.0
context:  post: The Anti-Christ for Dummies, written for Christians who obviously do not read what Jesus said about (((Jews))) https://t.co/2WTdOM6cSu	1.0
context:  post: ((((((((((((one of the best songs ever created))))))))))) https://t.co/3UXXuoDCHV	0.0
context:  post: ((((((i love how my family decides to go on our first real vacation but books it for Christmas so I get to spend it here all alone lmao)))))	0.0
context:  post: @BET @marclamonthill @samwhiteout why did a black man sell BET to a (((jewish))) man?	1.0
context:  post: Odd all these guys pop up from obscurity((( @ComicDaveSmith )))((( @nero ))) ((( @RubinReport ))) ((( @Cernovich ))) https://t.co/cL3DvsvvIV	1.0
context:  post: .@Bidenshairplugz @thehill (((every God damn time...)))	1.0
context:  post: RT @thug_livez: Gotta wonder what (((they))) are afraid of. #FreeRicky https://t.co/K2tphpHkmO	1.0
"context:  post: @SarahKSilverman 
&gt;All serial killers are White guys
You're fulfilling the stereotype of (((defamer))) of Whites. https://t.co/xym7EF4oin"	1.0
context:  post: RT @ThaRightStuff: 9. Ironically with that one tweet @wikileaks may have exposed more about the (((establishment))) than with all the docum…	1.0
context: slur name: hate, slur description: It is common for white supremacists to deny being racists or to claim to that the groups to which they belong are not hate groups, but in fact the word 'hate' itself is commonly used as a white supremacist symbol for tattoos and clothing. Many white supremacists use the word to openly proclaim their hatred of people unlike them.  It is particularly common as a tattoo across the fingers of a hand.  post: Neo-Nazis tag (((Jews))) on Twitter as hate speech, politics collide - CBS News https://t.co/jIFFhU00BQ	1.0
context: slur name: hate, slur description: It is common for white supremacists to deny being racists or to claim to that the groups to which they belong are not hate groups, but in fact the word 'hate' itself is commonly used as a white supremacist symbol for tattoos and clothing. Many white supremacists use the word to openly proclaim their hatred of people unlike them.  It is particularly common as a tattoo across the fingers of a hand.  post: Neo-Nazis tag (((Jews))) on Twitter as hate speech, politics collide - CBS News https://t.co/uhl8qnzSQI	1.0
"context:  post: Michelle Thoma Carrancejie likes your comment: "" sorry for your loss (((HUGS)))"".: Michelle Thoma Carranceji... https://t.co/oZYxIHnHf8"	0.0
"context:  post: Marti Alboniga Davault likes your comment: ""(((HUGS)))  you!!!"": Marti Alboniga Davault likes your comment: ""... https://t.co/G8HJ1UcxqX"	0.0
context:  post: RT @barnescepter: @buckftbarnes 😘😘😘😘 (((also nIALL OMG)))	0.0
context:  post: AND MARGOT ROBBIE GIVING ME A BONER ((((lol what boner))))	0.0
context:  post: @julsey_wulsey oh that's crap! Two doors down from me has teenagers in the garden with music but I can't hear them in my lounge (((hugs))) x	0.0
context:  post: @lillias4 oh 😔 I'm sorry to hear that (((hugs)))	0.0
"context:  post: Kate ,  Blondes - R - Us @Blonds_R_US

.......(((((((( . @illuminati_00 . )))))))))

--------------------&gt; France
https://t.co/7d7Ch43flQ"	0.0
context:  post: --------------&gt; #merry Christmas from ((((((((( @illuminati_00 ))))))))) https://t.co/xS9Yr6buTI	0.0
"context:  post: RT @DrDavidDuke: (((They))) just can't help themselves, (((their))) hatred for Christianity knows no bounds. 

#MakeAmericaGreatAgain https…"	1.0
"context:  post: RT @DrDavidDuke: (((New America))) unleashed during #HillarysAltRightSpeech today. 

#AltRight #AltRightMeans #cuckservatives #MAGA https:/…"	1.0
context:  post: ((((spit gets emotional even tho it was only 6 days))))))	0.0
context:  post: me at da beach ((((stinky ipad app doodle)))) https://t.co/GA9ia77SJn	0.0
context:  post: @graveyard_chick ((((；ﾟДﾟ))))))) how do you write that small??!?	0.0
context:  post: @graveyard_chick ((((；ﾟДﾟ)))))))	0.0
context:  post: @JohnRiversX4 @BasedMAGA Sadly Grandpa fought his fellow Whites so (((bankers))) could ruin White civilization and cry victim all the way.	1.0
context:  post: @SpectreForever Do you expect (((parasites))) to say thank you for those who saved them from the ovens? They just want their next meal.	1.0
context:  post: RT @jk_rowling: Those people shame their cause and the country they claim to care about. For what it's worth, have a (((((hug))))) https://…	0.0
context:  post: I don't know what (((( username )))) means	0.0
context:  post: RT @Halberstram_FTN: Never change, (((Bill))). https://t.co/3sFmp6ULVc	1.0
context:  post: (((2%))) https://t.co/7WxQU0xWX0	1.0
"context:  post: @Blonds_R_US --------------&gt; OfCourse
.
((((((((( .@illuminati_00 . )))))))))
.
------------- Built the Moon
.
https://t.co/Z0rwa4YdKz"	0.0
"context:  post: ...... Niggas fo Sale @Niggas_4_Sale

.........((((((((( @illuminati_00 ))))))))

-------------------&gt; Detroit
.
https://t.co/GiFSnrAWzb"	0.0
context:  post: It's a nine now (((not a 6ixxx)))	0.0
context:  post: DT (((Ana Gomes, MEP))): RT DavidKenner: .IISS News received $30 million+ from Bahraini royals, ... https://t.co/fGIiYogjOh	0.0
context:  post: DT (((Ana Gomes, MEP))): RT Robert Hårdh: Civil Rights Defenders – Belarus Executes Three People in ... https://t.co/i0Jcvv4dQB	0.0
context:  post: @AlanColmes You're missing something (((Colmes)))	1.0
context:  post: @nytimes (((Rutenberg)))	1.0
context:  post: My gee! Dropping his album next month. ((((Richandfamous)))) cc @praiz8 http://t.co/PR2IUnMp4o	0.0
context: place name: nigeria, event name: igbo synagogue siege, event description: Six Igbo synagogues in Nigeria are razed by soldiers. At least 50 people were killed during the siege.  post: ((((EZEGE)))) by @phynofino (Nigeria) - https://t.co/4CM4OQSIJY cc @ToolzO	0.0
context:  post: WANT GOLDEN KITTY IMMORTAL ((((；ﾟДﾟ))))))) https://t.co/iHeN7gN4kK	0.0
context: event name: holocaust, event description: The Holocaust, also known as the Shoah, was the genocide of European Jews during World War II. Between 1941 and 1945, Nazi Germany and its collaborators systematically murdered some six million Jews across German-occupied Europe; around two-thirds of Europe's Jewish population. The murders were carried out in pogroms and mass shootings; by a policy of extermination through labor in concentration camps; and in gas chambers and gas vans in German extermination camps, chiefly Auschwitz-Birkenau, Bełżec, Chełmno, Majdanek, Sobibór, and Treblinka in occupied Poland. Germany implemented the persecution in stages. Following Adolf Hitler's appointment as chancellor on 30 January 1933, the regime built a network of concentration camps in Germany for political opponents and those deemed 'undesirable', starting with Dachau on 22 March 1933. After the passing of the Enabling Act on 24 March, which gave Hitler dictatorial plenary powers, the government began isolating Jews from civil society; this included boycotting Jewish businesses in April 1933 and enacting the Nuremberg Laws in September 1935. On 9–10 November 1938, eight months after Germany annexed Austria, Jewish businesses and other buildings were ransacked or set on fire throughout Germany and Austria on what became known as Kristallnacht (the 'Night of Broken Glass'). After Germany invaded Poland in September 1939, triggering World War II, the regime set up ghettos to segregate Jews. Eventually, thousands of camps and other detention sites were established across German-occupied Europe. The segregation of Jews in ghettos culminated in the policy of extermination the Nazis called the Final Solution to the Jewish Question, discussed by senior government officials at the Wannsee Conference in Berlin in January 1942. As German forces captured territories in the East, all anti-Jewish measures were radicalized. Under the coordination of the SS, with directions from the highest leadership of the Nazi Party, killings were committed within Germany itself, throughout occupied Europe, and within territories controlled by Germany's allies. Paramilitary death squads called Einsatzgruppen, in cooperation with the German Army and local collaborators, murdered around 1.3 million Jews in mass shootings and pogroms from the summer of 1941. By mid-1942, victims were being deported from ghettos across Europe in sealed freight trains to extermination camps where, if they survived the journey, they were gassed, worked or beaten to death, or killed by disease, starvation, cold, medical experiments, or during death marches. The killing continued until the end of World War II in Europe in May 1945. The Holocaust is understood as being primarily the genocide of the Jews, but during the Holocaust era (1933–1945), systematic mass-killings of other population groups occurred. These included Roma, Poles, Ukrainians, Soviet civilians and prisoners of war, and other targeted populations. Smaller groups were also victims of deadly Nazi persecution, such as Jehovah's Witnesses, Black Germans, the disabled, and homosexuals.  post: @Jerusalem_Post Holocaust; 'a thing wholly burnt'. (((They))) even mock the definition. #holohoax	1.0
context:  post: @RJKonrad @Dwalingen 'Winnaars' WOII: (((grootbanken + 'socialisten')))&gt;&gt; #EU. Populisme=wat goed is voor het volk. Fascisme=samen 1. https://t.co/Te4BclRbiF	1.0
context:  post: @BBC6Breakfast I feel Shaun needs a hug this morning (((hug)))	0.0
context:  post: @OOK_Librarian ((( hug)))	0.0
"context:  post: RT @honestkpopstan: maybe they haven't heard to SJ's song ""super man"" when they say in the end ((( SUPER JUNIOR THE LAST MAN STANDING))) ht…"	0.0
"context:  post: ...... Niggas fo Sale @Niggas_4_Sale

........((((((((( @illuminati_00 ))))))))

------------------&gt; Detroit
.
https://t.co/omA4gPzxjd"	0.0
"context:  post: Chief of Pussy Police @Pussy_Police_00

.......((((((((( @illuminati_00 )))))))))

---------------- Pussy Police

https://t.co/Xd8RlXxq60"	0.0
"context:  post: dear head, shut up!! (((eu to te implorando)))
I can't listen no more"	0.0
context:  post: RT @dril: i refuse to consume any product that has been created by, or is claimed to have been created by, the (((Keebler Elves)))	1.0
context: slur name: 23, slur description: White supremacists, primarily on the West Coast, may use a two-handed hand sign consisting of one hand showing or flashing two fingers and the other hand showing or flashing three fingers. Together, they signify the number 23, a numeric symbol for W ('White'). This itself is often shorthand for the numeric symbol 23/16, which stands for 'White Power.'  post: #Brooklyn #Jobs For 1 mounth____ Hotel Night Auditor / Night Cashier Needed ~~~~~~ $23 hr (((( no exp)))): He... https://t.co/NPCIdSoyoR	0.0
context:  post: #Brooklyn #Jobs (((NO EXP_)))Mover Helper Needed Tomorrow*****$605/day: There are no appliances or any other ... https://t.co/e6aPmkatZX	0.0
context:  post: Maybe I'll take like an hour snooze and then wake up (((cue the laughter)))	0.0
context:  post: Maaciw😘😘😘 ((((UBIN MUSHOLLAH)))) yadeh boleh🕌 https://t.co/Va4YgELbNo	0.0
context:  post: (((( is a bisul pecah ))) 😂😂😂😂😂😂😂😂  https://t.co/a5NBoweY3G	0.0
context:  post: @brahakyeon 👌🏾👌🏾🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥I AM O N IT (th scnd finals r over but u get me omg)(((his Thighs..)))))	0.0
"context:  post: home feels like hell 

(((mainit kasi)))"	0.0
"context:  post: :----( i made myself sad 

(((jk I'm always sad))) https://t.co/mJ9JWWI2Zr"	0.0
context:  post: On Twitter, what does the ((( ))) around peoples' names mean?	0.0
"context:  post: RT @annesoducro: RT""@farenizzi: Brand new machine tmrw nite LOUD at BlueBeat #Mobay"" (((((((LOUD)))))))"	0.0
context:  post: RT @annesoducro: @CPboomlove @farenizzi #NP ARABEST BY @DaRealsebastian on @hot102fm  (((((LOUD)))))	0.0
"context:  post: ..........(((((((( . @illuminati_00 . ))))))))

----------------------- Beirut

----------------&gt; @Leyla_Hayhek
.
https://t.co/6UXxNAnNrZ"	0.0
"context:  post: .... Kate, Blondes R Us @Blonds_R_US

.........((((((((( @illuminati_00 )))))))))

--------------------&gt; France
.
https://t.co/4Fm3QgISli"	0.0
"context:  post: (((Must Read &amp; Share)))

Every person we call a friend or we fall in love with was once a stranger to us but just... https://t.co/CFtXrxBp3S"	0.0
"context:  post: (((From my archives - Old but gold)))

The problem with guys is they don't know what they have. They eventually... https://t.co/02Km0g3y1h"	0.0
context:  post: @ramzpaul @AssyrianThief @yungjeune ((((((fellow white women))))))	0.0
context:  post: @ThisIsGorman @yungjeune ((((((Gorman))))))	0.0
"context:  post: Nothing like a punctuated uprising. (((And cheers to all those non-Jews donning triple parentheses)))
https://t.co/4RPcMexrt5"	0.0
context:  post: andrew and I order out so much we had to make a pact to make dinner ourselves for a whole month ((((((after domino's tonight obv)))))))	0.0
context:  post: (((((((((listens to One Headlight to pre-game)))))))))	0.0
context:  post: RT @nlivingstonnn: 🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃:)))))))))))((((((((((((((((((((((: 🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂:)	0.0
context:  post: ((((counted up to 4))))	0.0
context:  post: @jamesjoohyunlee @moonchul #EXSY (￣▽⊂) Have a GoOd DaY/NiGhT aNd TaKe CaRe! (＾＿－人) @royalpirates FIGHTING!!! ♪(((≧▽≦)八(≧▽≦)八(≧▽≦)))♪	0.0
context:  post: @IAM_ENIK (つ∇⌒) Have a GoOd DaY/NiGhT aNd TaKe CaRe! (ゝヮ゜人) FIGHTING!!! (((￣(￣(￣(￣ー￣)￣)￣)￣)))フ	0.0
context:  post: when ur hips are 36 inchs and ur waist is 29 inchs, it makes it hard to find clothes that fit ((((also my hips make me look fat)))	0.0
context:  post: @haaije69 ((( )))	1.0
context:  post: @PrinsesChrissie Als je Joods bent hoor je ((( ))) naast je naam te hebben, niet met die hartjes en davidsterren haha.	1.0
context:  post: cuál compraríais, sed sinceros (((no)))	0.0
context:  post: WHY WHY WHY WHY (((if i dont answer, im not ignoring))) https://t.co/zGuxK4Z381	0.0
context:  post: //I WANNA DO A DRAW PILE WITH PEOPLE BUT I DON'T HAVE MY LAPTOP (((ANGRY YELLING)))	0.0
context:  post: RT @BirdsThoCo: @BirdsThoCo (((I'M SCHLEEP))) https://t.co/zIeGVkIa1h	0.0
context:  post: #meetwomen #free #sexdating NO LIMIT VISit special ((( 100 )))… https://t.co/6RvfX3eeLB https://t.co/P6XgcZ7R8v https://t.co/mDkk8Rf32h #sex	0.0
context:  post: @ko_ccyan (((she prolly doesn't know)))	0.0
context:  post: @LaurenWaksman hey (((Sheriff Lauren))) its rat	1.0
context:  post: (((Christa))) Cong ❤️ https://t.co/OXu83QFcH8	1.0
context:  post: @CPettle @ceciliamatranga @vero_13_05 @bucuriemare @marga19641964 🌺🌻🙏💖💜😎 Love n (((hugs))) https://t.co/wQ8SfTi5U5	0.0
context:  post: @MIYUKI34422129 Big (((hugs))) to YOU Miyuki, Ty !! 💜👍👌💖😎☀ https://t.co/nb3M1ifxd0	0.0
context:  post: RT @aimeetoons: A very happy birthday 2 the one and only @JanetJackson ((((JJ)))) MYM! #Janet50 #InductJanet https://t.co/eZ3Wm3kDV2	0.0
context:  post: My throat hurts 😔 cant even sing ((((ceyyyyh)))) and its hard for me to speak 😔	0.0
context:  post: Someone is PAYING these #thugs to be anti #American terrorists - ((((( SOROS )))) - #MAGA #SanJose #Trump  https://t.co/UpYkRQUIkM	1.0
context:  post: @TheRealPolina @intlspectator - Agreed !  (((( Gringo )))) #WeThoughtTheyWereWhite	1.0
context:  post: RT @gerardway: ((((((((((calm vibes))))))))))	0.0
context:  post: ((( heaVy breathing vvvvVVVvv ))) https://t.co/hG169muZbp	0.0
context:  post: @KazanIsFatzan ((( image processing intensifies )))	0.0
context:  post: @VioletJem I am so sorry for the loss of your baby. I lost my dog last year and I remember the pain like it was yesterday &lt;/3 (((hugs)))	0.0
context:  post: @20centurybitch oh that is unbelievably awful, I am so sorry. (((hugs)))	0.0
context:  post: (((((((((((Boooom))))))))))) http://t.co/ZDzmL4sNSj	0.0
context:  post: (((((((((☆boooom☆))))))))))))) http://t.co/UFHhtiEAe8	0.0
context:  post: While (((Stein))) can cite the supremacy clause, 2 things. 1) 2nd amendment says shall not be infringed. 2) fed action here isn't a law	1.0
context:  post: RT @WallWatcher1983: (((Fisher))) https://t.co/McgWS6ZqMQ	1.0
context:  post: (((sounds))) I’m already at chapter two of that book	0.0
